Site,Unit_ID,Pasture_Type,Treatment,Burn_Year,Year,Month,Time,Date,Bird_Spp,Common_Name,Num_Birds,Distance,Temp,Times_Surveyed,Comments
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,2018,2021,4,12:13:20 PM,4/8/2021,SAVS,Savannah Sparrow,1,41,56,4,
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,2019,2021,6,11:57:22 AM,6/2/2021,PIWO,Pileated Woodpecker,2,65,71,4,
ABS-UF,East_Marsh_Block_1_Sector_3,SN,ASP,2017,2021,4,11:12:00 AM,4/7/2021,WITU,Wild Turkey,1,60,51,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,7,11:15:41 AM,7/9/2021,BTGR,Boat-tailed Grackle,2,,75,4,limpkin outside 100m
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,2019,2021,6,12:00:11 PM,6/2/2021,BTGR,Boat-tailed Grackle,1,85,71,4,
ABS-UF,Summer_6_Block_Sector_1,IMP,ASP,2018,2021,7,11:14:58 AM,7/8/2021,MODU,Mottled Duck,2,74,75,4,limpkin outside 100m
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,2017,2021,5,12:26:41 PM,5/10/2021,TUVU,Turkey Vulture,1,86,67,4,
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,2017,2021,5,12:31:16 PM,5/10/2021,GREG,Great Egret,1,82,67,4,
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,2017,2021,4,1:00:55 PM,4/8/2021,PAWA,Palm Warbler,1,72,64,4,
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,2017,2021,4,12:47:49 PM,4/6/2021,PAWA,Palm Warbler,1,74,55,4,
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,2017,2021,4,11:45:35 AM,4/8/2021,PAWA,Palm Warbler,1,41,54,4,
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,2017,2021,4,11:41:39 AM,4/8/2021,HOWR,House Wren,1,41,54,4,
ABS-UF,West_Marsh_Block_2_Sector_2,SN,BAU,2017,2021,4,12:33:18 PM,4/8/2021,HOWR,House Wren,1,29,59,4,
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,2018,2021,4,1:15:03 PM,4/6/2021,HOWR,House Wren,1,25,61,4,
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,2017,2021,4,11:14:22 AM,4/6/2021,HOWR,House Wren,1,25,52,4,
ABS-UF,West_Marsh_Block_2_Sector_2,SN,BAU,2017,2021,4,12:34:21 PM,4/8/2021,HOWR,House Wren,1,41,59,4,
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,2017,2021,7,12:19:32 PM,7/12/2021,CRCA,Crested Caracara,1,74,75,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,6,10:22:23 AM,6/1/2021,CRCA,Crested Caracara,1,99,65,4,
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,2017,2021,5,11:38:48 AM,5/4/2021,CRCA,Crested Caracara,1,58,71,4,"cows in pasture, limpkin outside 100m"
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,7,10:46:56 AM,7/1/2021,BUOW,Burrowing Owl,1,74,73,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,6,11:37:07 AM,6/1/2021,BUOW,Burrowing Owl,1,67,65,4,
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,2017,2021,7,11:31:18 AM,7/12/2021,BBWD,Black-bellied Whistling Duck,1,99,73,4,
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,6,12:46:45 PM,6/1/2021,COGA,Common Gallinule,2,28,68,4,"very tall veg, hard to see"
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,5,10:55:39 AM,5/3/2021,COGA,Common Gallinule,1,13,70,4,
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,7,11:46:37 AM,7/1/2021,COGA,Common Gallinule,1,34,75,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,4,11:11:52 AM,4/8/2021,AMKE,American Kestrel,1,98,52,4,on fenceline
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,5,10:50:06 AM,5/3/2021,Other,Species not listed above,1,40,70,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,7,11:13:05 AM,7/9/2021,EAME,Eastern Meadowlark,1,85,75,4,limpkin outside 100m
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,4,11:01:25 AM,4/13/2021,EAME,Eastern Meadowlark,1,88,54,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,4,11:53:54 AM,4/5/2021,EAME,Eastern Meadowlark,2,25,56,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,7,10:32:57 AM,7/1/2021,EAME,Eastern Meadowlark,1,99,73,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,5,12:44:28 PM,5/3/2021,EAME,Eastern Meadowlark,1,82,76,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,4,11:52:26 AM,4/5/2021,EAME,Eastern Meadowlark,1,84,56,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,5,12:57:39 PM,5/3/2021,EAME,Eastern Meadowlark,1,67,76,4,Osprey outside 100m
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,4,12:04:04 PM,4/5/2021,EAME,Eastern Meadowlark,1,83,57,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,4,12:05:44 PM,4/5/2021,EAME,Eastern Meadowlark,1,74,57,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,5,12:56:10 PM,5/3/2021,EAME,Eastern Meadowlark,1,47,76,4,Osprey outside 100m
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,6,12:44:45 PM,6/7/2021,EAME,Eastern Meadowlark,1,55,80,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,6,11:20:02 AM,6/1/2021,EAME,Eastern Meadowlark,1,77,65,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,5,10:46:28 AM,5/4/2021,EAME,Eastern Meadowlark,1,77,72,4,survey delayed due to fog
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,4,11:04:54 AM,4/13/2021,EAME,Eastern Meadowlark,1,46,54,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,6,12:45:28 PM,6/7/2021,EAME,Eastern Meadowlark,2,46,80,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,6,11:23:39 AM,6/1/2021,EAME,Eastern Meadowlark,1,100,65,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,6,11:20:58 AM,6/1/2021,EAME,Eastern Meadowlark,1,70,65,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,5,10:47:32 AM,5/4/2021,EAME,Eastern Meadowlark,1,65,72,4,survey delayed due to fog
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,5,10:45:56 AM,5/4/2021,EAME,Eastern Meadowlark,1,45,72,4,survey delayed due to fog
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,4,11:51:34 AM,4/5/2021,EAME,Eastern Meadowlark,1,62,56,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,6,11:21:30 AM,6/1/2021,EAME,Eastern Meadowlark,1,76,65,4,
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,2017,2021,6,11:31:00 AM,6/4/2021,EAME,Eastern Meadowlark,1,91,70,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,4,12:09:01 PM,4/5/2021,EAME,Eastern Meadowlark,1,87,57,4,
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,2019,2021,6,11:22:10 AM,6/1/2021,EAME,Eastern Meadowlark,1,38,65,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,4,10:56:27 AM,4/8/2021,EAME,Eastern Meadowlark,1,47,52,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,5,1:22:10 PM,5/10/2021,EAME,Eastern Meadowlark,2,45,74,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,7,10:37:39 AM,7/12/2021,EAME,Eastern Meadowlark,1,58,73,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,4,11:13:45 AM,4/8/2021,EAME,Eastern Meadowlark,1,85,52,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,6,1:09:54 PM,6/8/2021,EAME,Eastern Meadowlark,1,31,75,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,5,1:03:02 PM,5/10/2021,EAME,Eastern Meadowlark,1,47,73,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,7,10:21:21 AM,7/12/2021,EAME,Eastern Meadowlark,1,37,73,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,5,1:07:28 PM,5/10/2021,EAME,Eastern Meadowlark,1,97,73,4,
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,6,1:08:48 PM,6/7/2021,EAME,Eastern Meadowlark,1,5,80,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,6,12:53:34 PM,6/8/2021,EAME,Eastern Meadowlark,2,74,75,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,7,10:34:14 AM,7/12/2021,EAME,Eastern Meadowlark,1,61,73,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,6,12:54:56 PM,6/8/2021,EAME,Eastern Meadowlark,1,100,75,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,6,12:54:15 PM,6/8/2021,EAME,Eastern Meadowlark,1,40,75,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,5,1:05:30 PM,5/10/2021,EAME,Eastern Meadowlark,1,58,73,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,5,1:05:03 PM,5/10/2021,EAME,Eastern Meadowlark,1,42,73,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,4,10:55:58 AM,4/8/2021,EAME,Eastern Meadowlark,1,30,52,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,7,10:22:41 AM,7/12/2021,EAME,Eastern Meadowlark,1,70,73,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,5,1:06:27 PM,5/10/2021,EAME,Eastern Meadowlark,1,44,73,4,
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,2019,2021,7,10:45:01 AM,7/9/2021,EAME,Eastern Meadowlark,1,40,75,4,
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,2017,2021,4,10:55:22 AM,4/8/2021,EAME,Eastern Meadowlark,1,47,52,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,4,11:17:01 AM,4/13/2021,EAME,Eastern Meadowlark,1,50,54,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,6,12:58:35 PM,6/7/2021,EAME,Eastern Meadowlark,2,97,80,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,7,11:24:41 AM,7/9/2021,EAME,Eastern Meadowlark,1,59,75,4,limpkin outside 100m
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,5,11:15:19 AM,5/4/2021,EAME,Eastern Meadowlark,1,71,72,4,limpkin outside 100
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,6,1:09:24 PM,6/7/2021,EAME,Eastern Meadowlark,1,74,80,4,
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,5,11:14:10 AM,5/4/2021,EAME,Eastern Meadowlark,1,63,72,4,limpkin outside 100
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,5,11:14:54 AM,5/4/2021,EAME,Eastern Meadowlark,1,48,72,4,limpkin outside 100
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,7,11:38:32 AM,7/9/2021,EAME,Eastern Meadowlark,1,76,75,4,limpkin outside 100m
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,6,1:10:39 PM,6/7/2021,EAME,Eastern Meadowlark,1,52,80,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,5,1:22:56 PM,5/10/2021,EAME,Eastern Meadowlark,1,86,74,4,
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,5,11:12:24 AM,5/4/2021,EAME,Eastern Meadowlark,2,74,72,4,limpkin outside 100
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,4,11:09:51 AM,4/8/2021,EAME,Eastern Meadowlark,1,51,52,4,
ABS-UF,West_Marsh_Block_3_Sector_1,SN,ASP,2019,2021,5,11:33:37 AM,5/5/2021,EAME,Eastern Meadowlark,1,50,70,4,
ABS-UF,West_Marsh_Block_3_Sector_1,SN,ASP,2019,2021,6,10:37:57 AM,6/4/2021,EAME,Eastern Meadowlark,2,53,69,4,survey start delayed due to fog
ABS-UF,West_Marsh_Block_3_Sector_1,SN,ASP,2019,2021,7,12:30:56 PM,7/6/2021,EAME,Eastern Meadowlark,2,89,75,4,limpkin outside 100m
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,2017,2021,4,1:06:44 PM,4/5/2021,EAME,Eastern Meadowlark,1,44,61,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,7,10:33:19 AM,7/12/2021,EAME,Eastern Meadowlark,1,41,73,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,5,1:23:44 PM,5/10/2021,EAME,Eastern Meadowlark,1,38,74,4,
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,2018,2021,6,1:12:20 PM,6/8/2021,EAME,Eastern Meadowlark,1,97,75,4,
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,2017,2021,5,11:00:20 AM,5/4/2021,EAME,Eastern Meadowlark,1,87,72,4,limpkin outside 100m
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,2017,2021,7,11:39:00 AM,7/9/2021,EAME,Eastern Meadowlark,1,88,75,4,limpkin outside 100m
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,4,1:05:59 PM,4/13/2021,EAME,Eastern Meadowlark,1,74,65,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,7,10:21:18 AM,7/1/2021,EAME,Eastern Meadowlark,1,27,72,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,4,12:40:01 PM,4/13/2021,EAME,Eastern Meadowlark,1,79,62,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,6,10:45:19 AM,6/1/2021,EAME,Eastern Meadowlark,1,81,65,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,4,12:38:32 PM,4/13/2021,EAME,Eastern Meadowlark,1,21,62,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,5,11:42:07 AM,5/3/2021,EAME,Eastern Meadowlark,2,75,71,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,5,11:41:28 AM,5/3/2021,EAME,Eastern Meadowlark,1,98,71,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,6,10:47:38 AM,6/1/2021,EAME,Eastern Meadowlark,1,57,65,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,7,12:30:46 PM,7/1/2021,EAME,Eastern Meadowlark,1,89,75,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,6,10:20:43 AM,6/1/2021,EAME,Eastern Meadowlark,1,61,65,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,6,10:44:19 AM,6/1/2021,EAME,Eastern Meadowlark,1,91,65,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,5,12:07:43 PM,5/3/2021,EAME,Eastern Meadowlark,1,68,73,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,6,10:21:15 AM,6/1/2021,EAME,Eastern Meadowlark,1,82,65,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,5,12:08:42 PM,5/3/2021,EAME,Eastern Meadowlark,1,74,73,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,5,12:10:28 PM,5/3/2021,EAME,Eastern Meadowlark,2,85,73,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,7,12:42:17 PM,7/1/2021,EAME,Eastern Meadowlark,2,79,75,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,4,1:05:09 PM,4/13/2021,EAME,Eastern Meadowlark,1,73,65,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,7,12:44:23 PM,7/1/2021,EAME,Eastern Meadowlark,1,59,75,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,4,1:07:30 PM,4/13/2021,EAME,Eastern Meadowlark,1,40,65,4,
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,6,10:46:39 AM,6/1/2021,EAME,Eastern Meadowlark,1,92,65,4,
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,4,11:59:29 AM,4/13/2021,EAME,Eastern Meadowlark,1,43,57,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,7,12:01:39 PM,7/1/2021,EAME,Eastern Meadowlark,2,68,75,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,4,11:44:31 AM,4/13/2021,EAME,Eastern Meadowlark,1,41,55,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,4,11:46:58 AM,4/13/2021,EAME,Eastern Meadowlark,1,74,55,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,4,11:45:02 AM,4/13/2021,EAME,Eastern Meadowlark,1,41,55,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,6,1:01:22 PM,6/1/2021,EAME,Eastern Meadowlark,1,27,69,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,6,1:01:07 PM,6/1/2021,EAME,Eastern Meadowlark,1,17,69,4,
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,2017,2021,5,11:09:43 AM,5/3/2021,EAME,Eastern Meadowlark,2,48,71,4,limpkin outside 100
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,2017,2021,5,11:43:57 AM,5/3/2021,EAME,Eastern Meadowlark,1,83,71,4,
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,5,10:51:01 AM,5/3/2021,EAME,Eastern Meadowlark,1,44,70,4,
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,4,1:08:27 PM,4/13/2021,EAME,Eastern Meadowlark,1,67,65,4,
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,4,11:59:06 AM,4/13/2021,EAME,Eastern Meadowlark,1,34,57,4,
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,2017,2021,5,10:34:12 AM,5/3/2021,EAME,Eastern Meadowlark,1,61,69,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,2017,2021,5,10:35:28 AM,5/3/2021,EAME,Eastern Meadowlark,1,82,69,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,2017,2021,7,11:24:34 AM,7/1/2021,EAME,Eastern Meadowlark,1,58,74,4,
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,2017,2021,5,10:37:17 AM,5/3/2021,EAME,Eastern Meadowlark,1,54,69,4,limpkin outside 100m
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,2017,2021,4,12:13:34 PM,4/13/2021,EAME,Eastern Meadowlark,1,65,59,4,
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,2017,2021,4,12:58:39 PM,4/8/2021,EAME,Eastern Meadowlark,1,81,64,4,
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,2017,2021,6,10:47:30 AM,6/8/2021,EAME,Eastern Meadowlark,1,67,70,4,
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,2017,2021,5,10:50:43 AM,5/3/2021,EAME,Eastern Meadowlark,1,75,70,4,
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,2019,2021,7,10:45:19 AM,7/9/2021,EAME,Eastern Meadowlark,1,44,75,4,
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,2017,2021,4,11:46:27 AM,4/8/2021,EAME,Eastern Meadowlark,1,99,54,4,
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,2017,2021,7,11:29:50 AM,7/12/2021,EAME,Eastern Meadowlark,1,41,73,4,
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,2017,2021,4,11:42:51 AM,4/8/2021,EAME,Eastern Meadowlark,1,61,54,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,4,11:18:06 AM,4/13/2021,EAME,Eastern Meadowlark,1,87,54,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,5,12:33:30 PM,5/3/2021,EAME,Eastern Meadowlark,1,24,75,4,cows in pasture 
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,4,11:15:13 AM,4/13/2021,EAME,Eastern Meadowlark,1,74,54,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,5,12:32:45 PM,5/3/2021,EAME,Eastern Meadowlark,1,36,75,4,cows in pasture 
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,2017,2021,4,1:09:47 PM,4/13/2021,EAME,Eastern Meadowlark,1,26,65,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,5,12:33:56 PM,5/3/2021,EAME,Eastern Meadowlark,1,37,75,4,cows in pasture 
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,2018,2021,6,11:39:58 AM,6/8/2021,EAME,Eastern Meadowlark,1,97,72,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,5,12:36:52 PM,5/3/2021,EAME,Eastern Meadowlark,1,64,75,4,cows in pasture 
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,6,11:12:18 AM,6/1/2021,EAME,Eastern Meadowlark,1,72,65,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,7,10:20:46 AM,7/1/2021,EAME,Eastern Meadowlark,1,38,72,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,4,11:14:16 AM,4/13/2021,EAME,Eastern Meadowlark,1,62,54,4,
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,2017,2021,7,10:22:34 AM,7/1/2021,EAME,Eastern Meadowlark,1,69,72,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,7,10:45:50 AM,7/1/2021,EAME,Eastern Meadowlark,1,44,73,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,4,10:49:21 AM,4/13/2021,EAME,Eastern Meadowlark,1,47,55,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,4,10:52:24 AM,4/13/2021,EAME,Eastern Meadowlark,1,76,55,4,
ABS-UF,West_Marsh_Block_3_Sector_1,SN,ASP,2019,2021,5,11:37:05 AM,5/5/2021,EAME,Eastern Meadowlark,1,79,70,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,4,12:55:52 PM,4/13/2021,EAME,Eastern Meadowlark,1,45,65,4,
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,2018,2021,5,1:00:29 PM,5/3/2021,EAME,Eastern Meadowlark,1,81,76,4,Osprey outside 100m
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,5,11:59:01 AM,5/3/2021,EAME,Eastern Meadowlark,1,76,72,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,6,10:29:37 AM,6/1/2021,EAME,Eastern Meadowlark,1,34,65,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,6,10:29:59 AM,6/1/2021,EAME,Eastern Meadowlark,1,22,65,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,5,11:55:13 AM,5/3/2021,EAME,Eastern Meadowlark,1,60,72,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,6,10:31:05 AM,6/1/2021,EAME,Eastern Meadowlark,1,58,65,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,5,11:56:35 AM,5/3/2021,EAME,Eastern Meadowlark,1,81,72,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,7,12:52:19 PM,7/1/2021,EAME,Eastern Meadowlark,1,76,75,4,
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,2018,2021,5,11:38:32 AM,5/10/2021,EAME,Eastern Meadowlark,1,10,67,4,
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,2017,2021,4,12:52:51 PM,4/13/2021,EAME,Eastern Meadowlark,1,18,65,4,
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,2018,2021,7,11:47:54 AM,7/12/2021,EAME,Eastern Meadowlark,1,40,74,4,
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,2019,2021,5,10:44:17 AM,5/10/2021,EAME,Eastern Meadowlark,1,61,67,4,survey delayed due to fog
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,2019,2021,5,10:45:15 AM,5/10/2021,EAME,Eastern Meadowlark,1,92,67,4,survey delayed due to fog
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,2019,2021,4,11:58:21 AM,4/8/2021,EAME,Eastern Meadowlark,2,61,55,4,
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,2018,2021,7,11:46:05 AM,7/12/2021,EAME,Eastern Meadowlark,1,19,74,4,
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,2018,2021,4,12:14:02 PM,4/8/2021,EAME,Eastern Meadowlark,1,75,56,4,
