YearSampled,Pasture,Plot,Transect,Distance,Forage,C4PG,ANHP,AG,BOBU,C3PG,FORB,SD,WSPG,SS,OTHER,NA,Block,Treatment,Ecosite,PastureSize_ha,X,Y
2015,7NW,5,4,S,2777.09,726.56,2777.09,0,726.56,1891.76,158.77,50.05,0,0,0,0,7,TGM,Salt Flats,128.67,525076,4522460
2015,7NW,6,1,N,846.04,354.13,846.04,0,354.13,487.07,4.84,234.12,0,0,0,0,7,TGM,Salt Flats,128.67,525264,4522630
2015,7NW,6,1,S,1449.36,399.34,1449.36,0,341.75,846.04,203.98,364.36,57.59,0,0,0,7,TGM,Salt Flats,128.67,525264,4522630
2015,7NW,6,4,N,806.75,806.75,819.67,12.92,271.25,0,0,83.96,535.5,0,0,0,7,TGM,Salt Flats,128.67,525264,4522630
2015,7NW,6,4,S,1362.49,1362.17,1362.49,0,52.74,0,0.32,75.89,1309.43,0,0,0,7,TGM,Salt Flats,128.67,525264,4522630
2015,7SE,1,1,N,836.36,677.59,836.9,0.54,673.82,111.41,47.36,144.77,3.77,0,0,0,7,AGM,Loamy,122.76,524516,4521340
2015,7SE,1,1,S,1321.27,1273.91,1332.57,11.3,1273.91,34.44,12.92,217.97,0,0,0,0,7,AGM,Loamy,122.76,524516,4521340
2015,7SE,1,4,N,895.56,654.98,895.56,0,654.98,203.98,36.6,114.1,0,0,0,0,7,AGM,Loamy,122.76,524516,4521340
2015,7SE,1,4,S,1043.56,611.93,1080.7,37.14,611.93,431.63,0,128.09,0,0,0,0,7,AGM,Loamy,122.76,524516,4521340
2015,7SE,2,1,N,928.92,852.5,928.92,0,482.22,76.42,0,163.07,370.28,0,0,0,7,AGM,Loamy,122.76,524768,4521590
2015,7SE,2,1,S,1031.18,977.9,1031.72,0.54,363.82,53.28,0,165.23,614.08,0,0,0,7,AGM,Loamy,122.76,524768,4521590
2015,7SE,2,4,N,454.24,342.83,500.52,46.28,342.83,80.19,31.22,145.31,0,0,0,0,7,AGM,Loamy,122.76,524768,4521590
2015,7SE,2,4,S,983.28,455.85,1104.91,121.63,425.71,516.13,11.3,639.91,30.14,0,0,0,7,AGM,Loamy,122.76,524768,4521590
2015,7SE,3,1,N,871.88,441.86,871.88,0,335.3,430.02,0,180.83,106.56,0,0,0,7,AGM,Loamy,122.76,524768,4521340
2015,7SE,3,1,S,625.93,579.64,629.7,3.77,579.64,9.15,37.14,113.02,0,0,0,0,7,AGM,Loamy,122.76,524768,4521340
2015,7SE,3,4,N,1934.82,281.48,1974.65,39.83,244.88,1653.34,0,445.09,36.6,0,0,0,7,AGM,Loamy,122.76,524768,4521340
2015,7SE,3,4,S,2702.28,472,2705.51,3.23,424.64,2180.77,49.51,955.84,47.36,0,0,0,7,AGM,Loamy,122.76,524768,4521340
2015,7SE,4,1,S,908.47,551.11,1110.29,201.82,551.11,357.36,0,230.89,0,0,0,0,7,AGM,Sandy,122.76,524992,4521470
2015,7SE,4,4,N,1722.23,107.64,1725.46,3.23,19.38,731.41,883.18,440.24,88.26,0,0,0,7,AGM,Sandy,122.76,524992,4521470
2015,7SE,4,4,S,1016.65,1001.58,1016.65,0,54.36,0,15.07,558.11,947.22,0,0,0,7,AGM,Sandy,122.76,524992,4521470
2015,7SE,5,1,N,905.77,552.72,905.77,0,106.56,255.64,97.41,206.67,446.16,114.64,0,0,7,AGM,Salt Flats,122.76,525205,4522150
2015,7SE,5,1,S,710.41,338.52,1068.31,357.9,276.63,0,371.89,223.35,61.89,0,0,0,7,AGM,Salt Flats,122.76,525205,4522150
2015,7SE,5,4,N,1766.91,455.32,1766.91,0,418.72,1143.67,167.92,168.99,36.6,0,0,0,7,AGM,Salt Flats,122.76,525205,4522150
2015,7SE,5,4,S,2077.43,237.88,2077.43,0,134.55,1834.17,5.38,271.25,103.33,0,0,0,7,AGM,Salt Flats,122.76,525205,4522150
2015,7SE,6,1,N,1253.46,1253.46,1256.15,2.69,199.67,0,0,321.3,1053.79,0,0,0,7,AGM,Salt Flats,122.76,525379,4522330
2015,7SE,6,1,S,2878.81,1098.46,2878.81,0,78.04,1780.35,0,983.28,1020.42,0,0,0,7,AGM,Salt Flats,122.76,525379,4522330
2015,7SE,6,4,N,994.59,170.61,1047.33,52.74,51.13,823.98,0,228.2,119.48,0,0,0,7,AGM,Salt Flats,122.76,525379,4522330
2015,7SE,6,4,S,1360.02,739.48,1419.22,59.2,138.32,595.78,24.76,469.84,601.16,0,0,0,7,AGM,Salt Flats,122.76,525379,4522330
2015,8E,1,1,N,1078.55,615.7,1078.55,0,615.7,399.88,62.97,195.9,0,0,0,0,8,AGM,Loamy,127.17,526582,4521520
2015,8E,1,1,S,869.73,526.36,869.73,0,522.05,323.99,19.38,321.84,4.31,0,0,0,8,AGM,Loamy,127.17,526582,4521520
2015,8E,1,4,N,1026.87,619.46,1026.87,0,619.46,34.98,372.43,72.12,0,0,0,0,8,AGM,Loamy,127.17,526582,4521520
2015,8E,1,4,S,1267.98,658.21,1276.59,8.61,536.04,601.16,8.61,174.91,122.17,0,0,0,8,AGM,Loamy,127.17,526582,4521520
2015,8E,2,1,N,1758.82,157.69,1758.82,0,62.43,1362.17,238.96,462.85,95.26,0,0,0,8,AGM,Sandy,127.17,526832,4521700
2015,8E,2,1,S,1034.41,166.3,1034.41,0,166.3,363.82,504.29,26.91,0,0,0,0,8,AGM,Sandy,127.17,526832,4521700
2015,8E,2,4,N,1112.99,873.49,1112.99,0,873.49,219.05,20.45,186.22,0,0,0,0,8,AGM,Sandy,127.17,526832,4521700
2015,8E,2,4,S,572.11,486.53,572.11,0,486.53,27.99,57.59,19.91,0,0,0,0,8,AGM,Sandy,127.17,526832,4521700
2015,8E,3,1,N,854.65,696.96,869.18,14.53,696.96,155,2.69,33.91,0,0,0,0,8,AGM,Loamy,127.17,526576,4521880
2015,8E,3,1,S,1182.95,959.6,1315.35,132.4,959.6,212.59,10.76,83.42,0,0,0,0,8,AGM,Loamy,127.17,526576,4521880
2015,8E,3,4,N,1140.98,1062.94,1140.98,0,1062.94,0,78.04,25.3,0,0,0,0,8,AGM,Loamy,127.17,526576,4521880
2015,8E,3,4,S,1386.39,1386.39,1386.39,0,1386.39,0,0,31.75,0,0,0,0,8,AGM,Loamy,127.17,526576,4521880
2015,8E,4,1,N,1172.19,3.23,1172.19,0,3.23,1051.63,117.33,188.37,0,0,0,0,8,AGM,Sandy,127.17,526644,4522430
2015,8E,4,1,S,950.46,210.97,950.46,0,164.15,735.18,4.31,310,46.82,0,0,0,8,AGM,Sandy,127.17,526644,4522430
2015,8E,4,4,N,822.36,820.21,822.9,0.54,820.21,0,2.15,94.72,0,0,0,0,8,AGM,Sandy,127.17,526644,4522430
2015,8E,4,4,S,688.89,543.58,688.89,0,543.58,0,145.31,32.29,0,0,0,0,8,AGM,Sandy,127.17,526644,4522430
2015,NH,1,1,N,1404.69,498.37,1476.27,71.58,498.37,56.51,849.81,131.32,0,0,0,0,1,AGM,Loamy,122.99,519608,4521310
2015,NH,1,1,S,1287.91,254.57,1345.5,57.59,254.57,0,1033.34,74.27,0,0,0,0,1,AGM,Loamy,122.99,519608,4521310
2015,NH,1,4,N,811.6,313.23,1200.18,388.58,215.82,280.4,217.97,434.32,97.41,0,0,0,1,AGM,Loamy,122.99,519608,4521310
2015,NH,1,4,S,2786.25,588.25,2850.3,64.05,588.25,10.23,2187.77,66.2,0,222.27,0,0,1,AGM,Loamy,122.99,519608,4521310
2015,NH,2,1,N,981.66,876.72,1214.16,232.5,871.34,73.19,31.75,232.5,5.38,0,0,0,1,AGM,Loamy,122.99,519597,4521060
2015,NH,2,1,S,1294.36,1101.69,1379.93,85.57,1101.69,186.75,5.92,173.3,0,0,0,0,1,AGM,Loamy,122.99,519597,4521060
2015,NH,2,4,N,1924.59,1705,1941.81,17.22,1705,135.63,83.96,347.14,0,0,0,0,1,AGM,Loamy,122.99,519597,4521060
2015,NH,2,4,S,862.19,850.89,1126.44,264.25,850.89,11.3,0,275.02,0,0,0,0,1,AGM,Loamy,122.99,519597,4521060
2015,NH,3,1,N,1810.49,711.49,1810.49,0,709.34,1092,7,11.3,2.15,0,0,0,1,AGM,Loamy,122.99,519343,4521060
2015,NH,3,1,S,1654.42,692.66,1654.42,0,692.66,716.88,244.88,14.53,0,0,0,0,1,AGM,Loamy,122.99,519343,4521060
2015,NH,3,4,N,1618.9,1471.43,1618.9,0,1471.43,53.82,93.65,10.76,0,167.92,0,0,1,AGM,Loamy,122.99,519343,4521060
2015,NH,3,4,S,1222.24,1151.2,1222.24,0,1151.2,65.12,5.92,2.15,0,0,0,0,1,AGM,Loamy,122.99,519343,4521060
2015,NH,4,1,N,2282.49,967.14,2399.82,117.33,876.72,292.78,1022.57,5.38,90.42,0,0,0,1,AGM,Loamy,122.99,519351,4521310
2015,NH,4,1,S,1652.8,333.68,1705,52.2,333.68,14.53,1304.59,0,0,0,0,0,1,AGM,Loamy,122.99,519351,4521310
2015,NH,4,4,N,1682.93,1055.4,1698.54,15.61,1055.4,610.85,16.68,17.76,0,0,0,0,1,AGM,Loamy,122.99,519351,4521310
2015,NH,4,4,S,1130.75,876.72,1171.65,40.9,876.72,254.03,0,13.99,0,0,0,0,1,AGM,Loamy,122.99,519351,4521310
2016,15E,1,1,N,353.59,337.98,820.21,466.62,285.78,15.61,0,142.08,52.2,413.87,0,0,1,TGM,Loamy,133.06,520234,4520700
2016,15E,1,1,S,608.7,606.01,1082.31,473.61,606.01,0,2.69,217.43,0,0,0,0,1,TGM,Loamy,133.06,520234,4520700
2016,15E,1,4,N,932.69,759.39,1279.83,347.14,517.74,60.82,112.48,332.07,241.65,0,0,0,1,TGM,Loamy,133.06,520234,4520700
2016,15E,1,4,S,425.18,331.53,707.73,282.55,331.53,0,93.65,271.25,0,0,0,0,1,TGM,Loamy,133.06,520234,4520700
2016,15E,2,1,N,793.85,745.41,1003.75,209.9,735.18,0,48.44,178.14,10.23,0,0,0,1,TGM,Loamy,133.06,520428,4520540
2016,15E,2,1,S,711.49,596.32,777.69,66.2,596.32,101.72,13.45,304.08,0,255.64,0,0,1,TGM,Loamy,133.06,520428,4520540
2016,15E,2,4,N,374.58,371.89,586.63,212.05,371.89,0.54,2.15,138.32,0,0,0,0,1,TGM,Loamy,133.06,520428,4520540
2016,15E,2,4,S,346.06,321.84,809.98,463.92,321.84,24.22,0,325.07,0,0,0,0,1,TGM,Loamy,133.06,520428,4520540
2016,15E,3,1,N,225.5,135.09,661.44,435.94,135.09,85.03,5.38,153.92,0,0,0,0,1,TGM,Loamy,133.06,520258,4520250
2016,15E,3,1,S,443.47,304.08,1055.4,611.93,304.08,137.78,1.61,233.58,0,0,0,0,1,TGM,Loamy,133.06,520258,4520250
2016,15E,3,4,N,747.01,345.52,814.82,67.81,251.34,401.49,0,472,94.18,0,0,0,1,TGM,Loamy,133.06,520258,4520250
2016,15E,3,4,S,731.94,270.17,838.5,106.56,270.17,36.6,425.17,23.14,0,350.37,0,0,1,TGM,Loamy,133.06,520258,4520250
2016,15E,4,1,N,574.79,559.72,1004.27,429.48,559.72,0.54,14.53,285.78,0,0,0,0,1,TGM,Loamy,133.06,520358,4520020
2016,15E,4,1,S,262.1,142.62,717.95,455.85,141.01,88.26,31.22,129.71,1.61,0,0,0,1,TGM,Loamy,133.06,520358,4520020
2016,15E,4,4,N,527.44,466.62,871.35,343.91,454.78,60.82,0,325.61,11.84,0,0,0,1,TGM,Loamy,133.06,520358,4520020
2016,15E,4,4,S,747.01,551.65,1205.01,458,374.05,17.76,177.6,555.96,177.6,0,0,0,1,TGM,Loamy,133.06,520358,4520020
2016,17N,1,1,N,344.98,231.42,828.82,483.84,231.42,113.56,0,143.7,0,0,0,0,9,TGM,Loamy,128.63,525796,4520980
2016,17N,1,1,S,238.42,107.1,417.64,179.22,107.1,131.32,0,48.44,0,0,0,0,9,TGM,Loamy,128.63,525796,4520980
2016,17N,1,4,N,435.94,144.78,832.59,396.65,120.02,268.02,23.14,344.98,24.76,0,0,0,9,TGM,Loamy,128.63,525796,4520980
2016,17N,1,4,S,495.68,216.35,734.1,238.42,216.35,188.91,90.42,198.59,0,0,0,0,9,TGM,Loamy,128.63,525796,4520980
2016,17N,2,1,N,389.65,202.9,586.09,196.44,202.9,186.75,0,133.47,0,0,0,0,9,TGM,Loamy,128.63,525804,4520580
2016,17N,2,1,S,1287.36,182.99,1533.85,246.49,182.99,79.11,1025.26,133.47,0,0,0,0,9,TGM,Loamy,128.63,525804,4520580
2016,17N,2,4,S,419.79,258.87,705.57,285.78,258.87,72.66,88.26,59.74,0,0,0,0,9,TGM,Loamy,128.63,525804,4520580
2016,17N,3,1,N,1335.8,232.5,1335.8,0,0,1103.3,0,882.64,232.5,0,0,0,9,TGM,Salt Flats,128.63,526165,4520580
2016,17N,3,1,S,2324.47,1342.26,2324.47,0,1112.45,982.21,0,787.92,229.81,0,0,0,9,TGM,Salt Flats,128.63,526165,4520580
2016,17N,3,4,N,1750.75,1236.77,1841.71,90.96,0,141.01,372.97,496.75,1236.77,0,0,0,9,TGM,Salt Flats,128.63,526165,4520580
2016,17N,3,4,S,2793.77,1934.81,2793.77,0,0,858.96,0,2268.5,1934.81,0,0,0,9,TGM,Salt Flats,128.63,526165,4520580
2016,17N,4,1,N,1790.57,637.22,1790.57,0,0,1153.35,0,1320.19,637.22,0,0,0,9,TGM,Salt Flats,128.63,526209,4520890
2016,17N,4,1,S,1989.17,474.69,1989.17,0,0,1514.48,0,1096.3,474.69,0,0,0,9,TGM,Salt Flats,128.63,526209,4520890
2016,17N,4,4,N,765.31,647.45,833.12,67.81,4.31,117.86,0,911.17,643.14,0,0,0,9,TGM,Salt Flats,128.63,526209,4520890
2016,17N,4,4,S,848.73,848.73,1027.41,178.68,0,0,0,559.72,848.73,0,0,0,9,TGM,Salt Flats,128.63,526209,4520890
2016,17N,5,1,N,373.51,51.67,431.1,57.59,51.67,291.16,30.68,83.96,0,0,0,0,9,TGM,Sandy,128.63,526500,4520670
2016,17N,5,1,S,194.82,40.36,412.79,217.97,40.36,128.63,25.83,203.44,0,0,0,0,9,TGM,Sandy,128.63,526500,4520670
2016,17N,5,4,N,569.95,54.9,747.55,177.6,54.9,501.06,13.99,374.05,0,0,0,0,9,TGM,Sandy,128.63,526500,4520670
2016,17N,5,4,S,338.53,314.31,338.53,0,314.31,6.46,17.76,129.71,0,0,0,0,9,TGM,Sandy,128.63,526500,4520670
2016,17N,6,1,N,947.76,219.58,983.28,35.52,180.83,415.49,312.69,27.99,38.75,0,0,0,9,TGM,Sandy,128.63,526951,4520590
2016,17N,6,1,S,607.08,65.66,710.95,103.87,65.66,509.13,32.29,50.59,0,0,0,0,9,TGM,Sandy,128.63,526951,4520590
2016,17N,6,4,N,1308.36,114.64,1308.36,0,20.99,1031.18,162.54,730.33,93.65,0,0,0,9,TGM,Sandy,128.63,526951,4520590
2016,17N,6,4,S,958.52,68.35,958.52,0,68.35,678.66,211.51,212.05,0,0,0,0,9,TGM,Sandy,128.63,526951,4520590
2016,17S,1,1,N,280.94,272.33,564.57,283.63,272.33,0,8.61,99.03,0,0,0,0,9,AGM,Loamy,128.7,525807,4519970
2016,17S,1,1,S,467.69,390.73,1156.04,688.35,186.75,76.96,0,41.98,203.98,0,0,0,9,AGM,Loamy,128.7,525807,4519970
2016,17S,1,4,N,342.29,303,439.7,97.41,303,39.29,0,59.74,0,0,0,0,9,AGM,Loamy,128.7,525807,4519970
2016,17S,1,4,S,753.46,171.68,766.91,13.45,171.68,574.25,7.53,67.81,0,0,0,0,9,AGM,Loamy,128.7,525807,4519970
2016,17S,2,1,N,391.26,160.38,785.22,393.96,160.38,225.5,5.38,63.51,0,0,0,0,9,AGM,Loamy,128.7,525814,4520220
2016,17S,2,1,S,313.77,302.47,1064.01,750.24,302.47,0,11.3,7.53,0,0,0,0,9,AGM,Loamy,128.7,525814,4520220
2016,17S,2,4,N,213.28,213.12,615.85,402.57,145.31,0,0.16,68.35,67.81,0,0,0,9,AGM,Loamy,128.7,525814,4520220
2016,17S,2,4,S,231.42,127.55,800.29,568.87,115.71,96.34,7.53,36.06,11.84,0,0,0,9,AGM,Loamy,128.7,525814,4520220
2016,17S,3,1,N,754.02,418.72,754.02,0,0,335.3,0,126.48,418.72,0,0,0,9,AGM,Salt Flats,128.7,526260,4519920
2016,17S,3,1,S,453.06,282.56,581.69,128.63,129.71,170.07,0.43,190.52,152.85,0,0,0,9,AGM,Salt Flats,128.7,526260,4519920
2016,17S,3,4,N,1757.22,1626.43,1757.22,0,0,48.98,81.81,26.91,1626.43,0,0,0,9,AGM,Salt Flats,128.7,526260,4519920
2016,17S,3,4,S,1825.01,908.47,1825.01,0,29.6,809.98,106.56,128.09,878.87,0,0,0,9,AGM,Salt Flats,128.7,526260,4519920
2016,17S,4,1,S,727.64,233.58,763.16,35.52,233.58,494.06,0,200.21,0,0,0,0,9,AGM,Salt Flats,128.7,526341,4520200
2016,17S,4,4,N,1168.96,868.11,1168.96,0,67.27,263.18,37.67,228.73,800.84,0,0,0,9,AGM,Salt Flats,128.7,526341,4520200
2016,17S,4,4,S,1146.37,884.26,1146.37,0,0,242.73,19.38,567.26,884.26,0,0,0,9,AGM,Salt Flats,128.7,526341,4520200
2016,17S,5,1,N,777.15,139.93,798.68,21.53,139.93,497.83,139.39,27.45,0,0,0,0,9,AGM,Sandy,128.7,526544,4520040
2016,17S,5,1,S,371.9,263.18,395.04,23.14,263.18,108.72,0,90.42,0,0,0,0,9,AGM,Sandy,128.7,526544,4520040
2016,17S,5,4,N,330.99,139.39,335.3,4.31,139.39,125.4,66.2,48.98,0,0,0,0,9,AGM,Sandy,128.7,526544,4520040
2016,17S,5,4,S,340.68,324.53,343.37,2.69,324.53,11.84,4.31,75.35,0,0,0,0,9,AGM,Sandy,128.7,526544,4520040
2016,17S,6,1,N,1656.03,40.36,1656.03,0,40.36,1600.06,15.61,224.97,0,0,0,0,9,AGM,Sandy,128.7,526947,4520140
2016,17S,6,1,S,2227.59,0,2227.59,0,0,1801.34,426.25,64.05,0,0,0,0,9,AGM,Sandy,128.7,526947,4520140
2016,17S,6,4,N,1308.36,66.2,1308.36,0,33.91,1242.16,0,154.46,32.29,0,0,0,9,AGM,Sandy,128.7,526947,4520140
2016,17S,6,4,S,955.84,71.58,1210.94,255.1,71.58,884.26,0,93.65,0,0,0,0,9,AGM,Sandy,128.7,526947,4520140
2016,18S,1,1,N,444.54,386.42,613.53,168.99,386.42,34.44,23.68,331.53,0,179.22,0,0,6,AGM,Sandy,131.95,524290,4519770
2016,18S,1,1,S,613.54,82.34,622.69,9.15,82.34,480.61,50.59,1132.36,0,0,0,0,6,AGM,Sandy,131.95,524290,4519770
2016,18S,1,4,N,1303.51,81.81,1303.51,0,20.99,1219.55,2.15,1060.25,60.82,0,0,0,6,AGM,Sandy,131.95,524290,4519770
2016,18S,1,4,S,1643.11,125.4,1643.11,0,125.4,1517.71,0,485.99,0,114.64,0,0,6,AGM,Sandy,131.95,524290,4519770
2016,18S,2,1,N,921.93,104.41,921.93,0,104.41,817.52,0,980.05,0,0,0,0,6,AGM,Sandy,131.95,524267,4520060
2016,18S,2,1,S,400.95,13.45,719.56,318.61,13.45,326.68,60.82,229.81,0,555.96,0,0,6,AGM,Sandy,131.95,524267,4520060
2016,18S,2,4,N,757.77,216.89,757.77,0,216.89,431.63,109.25,306.77,0,276.09,0,0,6,AGM,Sandy,131.95,524267,4520060
2016,18S,2,4,S,875.64,92.57,914.93,39.29,92.57,778.23,4.84,298.16,0,0,0,0,6,AGM,Sandy,131.95,524267,4520060
2016,18S,3,1,N,876.19,168.46,876.19,0,168.46,707.73,0,1611.9,0,0,0,0,6,AGM,Sandy,131.95,524564,4520040
2016,18S,3,1,S,995.11,111.94,995.11,0,111.94,875.64,7.53,319.15,0,79.65,0,0,6,AGM,Sandy,131.95,524564,4520040
2016,18S,3,4,N,468.24,42.52,489.77,21.53,42.52,421.95,3.77,386.96,0,0,0,0,6,AGM,Sandy,131.95,524564,4520040
2016,18S,3,4,S,776.08,137.24,776.08,0,137.24,638.84,0,292.24,0,0,0,0,6,AGM,Sandy,131.95,524564,4520040
2016,18S,4,1,N,1557.53,156.61,1557.53,0,156.61,1400.92,0,842.81,0,3.23,0,0,6,AGM,Sandy,131.95,524652,4519770
2016,18S,4,1,S,1191.03,170.61,1207.71,16.68,170.61,1020.42,0,463.92,0,0,0,0,6,AGM,Sandy,131.95,524652,4519770
2016,18S,4,4,N,1030.1,91.49,1042.48,12.38,91.49,768.54,170.07,463.39,0,0,0,0,6,AGM,Sandy,131.95,524652,4519770
2016,18S,4,4,S,1942.35,60.28,1942.35,0,0,1783.04,99.03,656.06,60.28,0,0,0,6,AGM,Sandy,131.95,524652,4519770
2016,19N,1,1,N,444.55,84.5,964.45,519.9,84.5,360.05,0,324.53,0,0,0,0,6,TGM,Sandy,129.18,524215,4519380
2016,19N,1,1,S,551.66,18.3,821.3,269.64,18.3,526.36,7,127.55,0,0,0,0,6,TGM,Sandy,129.18,524215,4519380
2016,19N,1,4,N,672.74,17.76,740.01,67.27,17.76,646.37,8.61,400.96,0,0,0,0,6,TGM,Sandy,129.18,524215,4519380
2016,19N,1,4,S,963.91,30.68,1105.99,142.08,30.68,933.23,0,440.78,0,0,0,0,6,TGM,Sandy,129.18,524215,4519380
2016,19N,2,1,N,1180.81,81.27,1180.81,0,81.27,1054.33,45.21,483.84,0,0,0,0,6,TGM,Sandy,129.18,524279,4519140
2016,19N,2,1,S,727.11,540.35,728.72,1.61,540.35,57.59,129.17,247.03,0,0,0,0,6,TGM,Sandy,129.18,524279,4519140
2016,19N,2,4,N,631.3,59.2,834.2,202.9,59.2,572.1,0,495.68,0,0,0,0,6,TGM,Sandy,129.18,524279,4519140
2016,19N,2,4,S,1807.27,25.3,1819.11,11.84,25.3,1781.97,0,339.06,0,0,0,0,6,TGM,Sandy,129.18,524279,4519140
2016,19N,3,1,N,436.48,45.75,436.48,0,45.75,390.73,0,291.7,0,0,0,0,6,TGM,Sandy,129.18,524632,4519370
2016,19N,3,1,S,648.53,164.15,648.53,0,39.83,484.38,0,512.9,124.32,0,0,0,6,TGM,Sandy,129.18,524632,4519370
2016,19N,3,4,N,514.51,315.92,514.51,0,315.92,198.59,0,131.32,0,0,0,0,6,TGM,Sandy,129.18,524632,4519370
2016,19N,3,4,S,1006.43,42.52,1006.43,0,42.52,963.91,0,95.8,0,0,0,0,6,TGM,Sandy,129.18,524632,4519370
2016,19N,4,1,N,1861.08,0,1861.08,0,0,1861.08,0,621.08,0,0,0,0,6,TGM,Sandy,129.18,524671,4518980
2016,19N,4,1,S,1007.51,284.17,1007.51,0,170.61,723.34,0,617.31,113.56,0,0,0,6,TGM,Sandy,129.18,524671,4518980
2016,20NW,1,1,N,1122.68,72.66,1122.68,0,0,1047.33,2.69,659.83,72.66,0,0,0,10,AGM,Sandy,128.56,525786,4518290
2016,20NW,1,1,S,885.33,5.92,885.33,0,5.92,879.41,0,164.69,0,0,0,0,10,AGM,Sandy,128.56,525786,4518290
2016,20NW,1,4,N,1455.28,186.75,1455.28,0,186.75,827.75,440.78,437.01,0,0,0,0,10,AGM,Sandy,128.56,525786,4518290
2016,20NW,1,4,S,1406.3,436.48,1406.3,0,12.92,953.14,16.68,554.88,423.56,0,0,0,10,AGM,Sandy,128.56,525786,4518290
2016,20NW,2,1,N,1365.94,134.55,1365.94,0,0,1220.09,11.3,407.41,134.55,0,0,0,10,AGM,Sandy,128.56,526107,4518590
2016,20NW,2,1,S,1038.71,249.72,1038.71,0,249.72,735.71,53.28,513.44,0,0,0,0,10,AGM,Sandy,128.56,526107,4518590
2016,20NW,2,4,N,1018.27,16.15,1018.27,0,0,1000.51,1.61,428.94,16.15,0,0,0,10,AGM,Sandy,128.56,526107,4518590
2016,20NW,2,4,S,1708.22,177.6,1708.22,0,0,1529.01,1.61,1090.38,177.6,0,0,0,10,AGM,Sandy,128.56,526107,4518590
2016,20NW,3,1,N,620.53,519.89,682.42,61.89,470.38,98.49,2.15,355.21,49.51,0,0,0,10,AGM,Sandy,128.56,525793,4519020
2016,20NW,3,1,S,684.05,616.24,942.38,258.33,448.32,0,67.81,398.26,167.92,0,0,0,10,AGM,Sandy,128.56,525793,4519020
2016,20NW,3,4,N,686.74,247.57,758.86,72.12,0,439.17,0,409.57,247.57,0,0,0,10,AGM,Sandy,128.56,525793,4519020
2016,20NW,3,4,S,1879.91,272.32,1928.89,48.98,127.55,1428.91,178.68,872.42,144.77,0,0,0,10,AGM,Sandy,128.56,525793,4519020
2016,20NW,4,1,N,1011.81,185.68,1128.6,116.79,0,589.32,236.81,283.09,185.68,0,0,0,10,AGM,Sandy,128.56,525786,4519290
2016,20NW,4,1,S,534.43,525.28,991.36,456.93,525.28,0,9.15,328.3,0,0,0,0,10,AGM,Sandy,128.56,525786,4519290
2016,20NW,4,4,N,455.32,74.81,830.98,375.66,44.67,87.73,292.78,68.89,30.14,0,0,0,10,AGM,Sandy,128.56,525786,4519290
2016,20NW,4,4,S,451,264.79,1845.47,1394.47,0,31.75,154.46,283.63,264.79,0,0,0,10,AGM,Sandy,128.56,525786,4519290
2016,20NW,5,1,N,438.63,342.83,461.23,22.6,55.97,84.5,11.3,306.23,286.86,0,0,0,10,AGM,Salt Flats,128.56,526671,4519170
2016,20NW,5,1,S,1064.55,381.58,1178.11,113.56,257.26,682.97,0,835.28,124.32,0,0,0,10,AGM,Salt Flats,128.56,526671,4519170
2016,20NW,5,4,N,1030.1,929.46,1030.1,0,0,80.73,19.91,450.47,929.46,0,0,0,10,AGM,Salt Flats,128.56,526671,4519170
2016,20NW,5,4,S,1668.41,699.12,1668.95,0.54,328.84,967.14,2.15,2184,370.28,0,0,0,10,AGM,Salt Flats,128.56,526671,4519170
2016,20NW,6,1,N,1900.37,165.23,1900.37,0,0,1731.91,3.23,2692.59,165.23,0,0,0,10,AGM,Salt Flats,128.56,526563,4519400
2016,20NW,6,1,S,1637.73,308.38,1637.73,0,247.03,1269.07,60.28,1741.06,61.35,0,0,0,10,AGM,Salt Flats,128.56,526563,4519400
2016,20NW,6,4,N,597.94,367.05,599.55,1.61,115.71,230.89,0,271.25,251.34,0,0,0,10,AGM,Salt Flats,128.56,526563,4519400
2016,20NW,6,4,S,1700.71,381.05,1700.71,0,81.27,1319.66,0,1746.98,299.78,0,0,0,10,AGM,Salt Flats,128.56,526563,4519400
2016,20SE,1,1,N,853.58,74.27,853.58,0,0,779.31,0,250.26,74.27,0,0,0,10,TGM,Sandy,129.46,526233,4518150
2016,20SE,1,1,S,1252.92,275.02,1252.92,0,0,977.9,0,543.58,275.02,0,0,0,10,TGM,Sandy,129.46,526233,4518150
2016,20SE,1,4,N,1700.69,34.44,1700.69,0,0,1666.25,0,1277.68,34.44,0,0,0,10,TGM,Sandy,129.46,526233,4518150
2016,20SE,1,4,S,1257.76,40.36,1257.76,0,0,1139.9,77.5,728.18,40.36,0,0,0,10,TGM,Sandy,129.46,526233,4518150
2016,20SE,2,1,N,1313.19,67.27,1313.19,0,0,1210.4,35.52,236.27,67.27,0,0,0,10,TGM,Sandy,129.46,526512,4518240
2016,20SE,2,1,S,990.82,54.36,990.82,0,0,934.31,2.15,431.09,54.36,0,0,0,10,TGM,Sandy,129.46,526512,4518240
2016,20SE,2,4,N,1897.14,165.23,1897.14,0,0,1729.76,2.15,619.46,165.23,0,0,0,10,TGM,Sandy,129.46,526512,4518240
2016,20SE,2,4,S,1756.67,114.64,1756.67,0,0,1639.34,2.69,1057.55,114.64,0,0,0,10,TGM,Sandy,129.46,526512,4518240
2016,20SE,3,1,N,1441.29,26.91,1441.29,0,0,1410.61,3.77,124.32,26.91,0,0,0,10,TGM,Sandy,129.46,526307,4518420
